,#loc_id,ags,ascii,name,lat,lon,amt,plz,vorwahl,einwohner,flaeche,kz,typ,level,of,invalid
7254,22438,08415059,PFULLINGEN,Pfullingen,48.45,9.23333,,72793,07121,18268.0,30.0,RT,Stadt,6.0,380.0,
7256,23046,08415061,REUTLINGEN,Reutlingen,48.4833,9.21667,,"72764,72760,72762,72766,72768,72770",07121,112099.0,87.0,RT,Stadt,6.0,380.0,
7258,25105,08415073,TROCHTELFINGEN,Trochtelfingen (Hohenzollern),48.3,9.25,,72818,07124,6598.0,79.0,RT,Stadt,6.0,380.0,
7259,14006,08415078,BAD URACH,Bad Urach,48.5,9.4,Verwaltungsgemeinschaft Bad Urach,72574,07125,12807.0,56.0,RT,Stadt,6.0,380.0,
7287,21045,08416025,MOESSINGEN,Mössingen,48.4066666666667,9.058888888888891,Verwaltungsgemeinschaft Mössingen,72116,07473,19937.0,50.0,TÜ,Stadt,6.0,385.0,
7290,23363,08416036,ROTTENBURG,Rottenburg am Neckar,48.4667,8.93333,Verwaltungsgemeinschaft Rottenburg am Neckar,72108,07472,42899.0,142.0,TÜ,Stadt,6.0,385.0,
7296,14057,08417002,BALINGEN,Balingen,48.2833,8.85,Verwaltungsgemeinschaft Balingen,72336,07433,34338.0,90.0,BL,Stadt,6.0,387.0,
7299,15226,08417013,BURLADINGEN,Burladingen,48.2833,9.11667,,72393,07475,12999.0,123.0,BL,Stadt,6.0,387.0,
7303,16907,08417022,GEISLINGEN,Geislingen bei Balingen,48.2833,8.81667,Verwaltungsgemeinschaft Balingen,72351,07433,5990.0,32.0,BL,Stadt,6.0,387.0,
7305,17782,08417025,HAIGERLOCH,Haigerloch,48.3667,8.8,,72401,07474,10935.0,76.0,BL,Stadt,6.0,387.0,
7307,18020,08417031,HECHINGEN,Hechingen,48.35,8.98333,Verwaltungsgemeinschaft Hechingen,72379,07471,19438.0,66.0,BL,Stadt,6.0,387.0,
7309,20877,08417044,MESSTETTEN,Meßstetten,48.1833,8.96667,Verwaltungsgemeinschaft Meßstetten,72469,07436,10908.0,77.0,BL,Stadt,6.0,387.0,
7314,23296,08417054,ROSENFELD,Rosenfeld (Württemberg),48.2833,8.71667,,72348,07428,6578.0,51.0,BL,Stadt,6.0,387.0,
7315,23839,08417057,SCHOEMBERG,Schömberg bei Balingen,48.2167,8.75,Verwaltungsgemeinschaft Oberes Schlichemtal,72355,07427,4685.0,23.0,BL,Stadt,6.0,387.0,
7320,13476,08417079,ALBSTADT,Albstadt (Württemberg),48.2167,9.01667,Verwaltungsgemeinschaft Albstadt,"72458,72459,72461",07431,46677.0,134.0,BL,Stadt,6.0,387.0,
7336,14590,08425020,BLAUBEUREN,Blaubeuren,48.4122,9.7843,Verwaltungsgemeinschaft Blaubeuren,89143,07344,11845.0,79.0,UL,Stadt,6.0,607.0,
7344,15607,08425028,DIETENHEIM,Dietenheim (Iller),48.2167,10.0667,Verwaltungsgemeinschaft Dietenheim,89165,07347,6622.0,19.0,UL,Stadt,6.0,607.0,
7347,16005,08425033,EHINGEN,Ehingen an der Donau,48.2833,9.73333,Verwaltungsgemeinschaft Ehingen (Donau),89584,07391,25931.0,178.0,UL,Stadt,6.0,607.0,
7350,16249,08425039,ERBACH,Erbach (Donau),48.3333,9.88333,,89155,07305,13224.0,63.0,UL,Stadt,6.0,607.0,
7357,19863,08425071,LAICHINGEN,Laichingen,48.4905,9.687560000000001,Verwaltungsgemeinschaft Laichinger Alb,89150,07333,10968.0,70.0,UL,Stadt,6.0,607.0,
7361,19909,08425072,LANGENAU,Langenau (Württemberg),48.5,10.1,Verwaltungsgemeinschaft Langenau,89129,07345,14244.0,75.0,UL,Stadt,6.0,607.0,
7366,21219,08425081,MUNDERKINGEN,Munderkingen,48.2333,9.63333,Verwaltungsgemeinschaft Munderkingen,89597,07393,5142.0,13.0,UL,Stadt,6.0,607.0,
7380,23652,08425108,SCHELKLINGEN,Schelklingen,48.3667,9.73333,,89601,07394,7105.0,75.0,UL,Stadt,6.0,607.0,
7402,13885,08426013,BAD BUCHAU,Bad Buchau,48.0667,9.61667,Verwaltungsverband Bad Buchau,88422,07582,4070.0,24.0,BC,Stadt,6.0,367.0,
7403,13989,08426014,BAD SCHUSSENRIED,Bad Schussenried,48.006,9.65828,Verwaltungsgemeinschaft Bad Schussenried-Ingoldingen,88427,07583,8477.0,55.0,BC,Stadt,6.0,367.0,
7407,14449,08426021,BIBERACH,Biberach an der Riß,48.1,9.8,Verwaltungsgemeinschaft Biberach an der Riß,88400,07351,32270.0,72.0,BC,Stadt,6.0,367.0,
7425,20022,08426070,LAUPHEIM,Laupheim,48.2333,9.88333,Verwaltungsgemeinschaft Laupheim,88471,07392,19053.0,62.0,BC,Stadt,6.0,367.0,
7430,22048,08426087,OCHSENHAUSEN,Ochsenhausen,48.0667,9.95,Verwaltungsgemeinschaft Ochsenhausen,88416,07352,8985.0,60.0,BC,Stadt,6.0,367.0,
7432,23098,08426097,RIEDLINGEN,Riedlingen (Württemberg),48.15,9.46667,Verwaltungsgemeinschaft Riedlingen,88499,07371,10384.0,65.0,BC,Stadt,6.0,367.0,
7451,16713,08435016,FRIEDRICHSHAFEN,Friedrichshafen,47.65,9.48333,Verwaltungsgemeinschaft Friedrichshafen,"88045,88046,88048",07541,58058.0,70.0,FN,Stadt,6.0,371.0,
7457,20629,08435034,MARKDORF,Markdorf (Baden),47.7167,9.4,Verwaltungsverband Markdorf,88677,07544,12661.0,41.0,FN,Stadt,6.0,371.0,
7459,20759,08435036,MEERSBURG,Meersburg (Bodensee),47.7,9.26667,Verwaltungsverband Meersburg,88709,07532,5581.0,12.0,FN,Stadt,6.0,371.0,
7466,24902,08435057,TETTNANG,Tettnang,47.6686,9.5913,Verwaltungsgemeinschaft Tettnang,88069,07542,18515.0,71.0,FN,Stadt,6.0,371.0,
7467,25170,08435059,UEBERLINGEN,Überlingen (Bodensee),47.7667,9.16667,Verwaltungsgemeinschaft Überlingen,88662,07551,21397.0,59.0,FN,Stadt,6.0,371.0,
7476,13820,08436008,AULENDORF,Aulendorf (Württemberg),47.95,9.63333,,88326,07525,10001.0,52.0,RV,Stadt,6.0,377.0,
7477,14008,08436009,BAD WALDSEE,Bad Waldsee,47.9167,9.76667,Verwaltungsgemeinschaft Bad Waldsee,88339,07524,19771.0,109.0,RV,Stadt,6.0,377.0,
7478,14017,08436010,BAD WURZACH,Bad Wurzach,47.9,9.9,,88410,07564,14524.0,182.0,RV,Stadt,6.0,377.0,
7491,18877,08436049,ISNY,Isny im Allgäu,47.7,10.0333,,88316,07562,14525.0,85.0,RV,Stadt,6.0,377.0,
7494,20178,08436055,LEUTKIRCH,Leutkirch im Allgäu,47.825,10.0167,Verwaltungsgemeinschaft Leutkirch im Allgäu,88299,07561,22401.0,175.0,RV,Stadt,6.0,377.0,
7495,22852,08436064,RAVENSBURG,Ravensburg (Württemberg),47.782,9.6106,Verwaltungsverband Mittleres Schussental,"88212,88213,88214",0751,49073.0,92.0,RV,Stadt,6.0,377.0,
7501,25675,08436081,WANGEN,Wangen im Allgäu,47.6833,9.83333,Verwaltungsgemeinschaft Wangen im Allgäu,88239,07522,27075.0,101.0,RV,Stadt,6.0,377.0,
7502,25841,08436082,WEINGARTEN,Weingarten (Württemberg),47.8111,9.63986,Verwaltungsverband Mittleres Schussental,88250,0751,23607.0,12.0,RV,Stadt,6.0,377.0,
7513,16818,08437031,GAMMERTINGEN,Gammertingen,48.25,9.21667,Verwaltungsverband Gammertingen,72501,07574,6849.0,53.0,SIG,Stadt,6.0,383.0,
7515,18294,08437047,HETTINGEN,Hettingen (Kreis Sigmaringen),48.2167,9.23333,Verwaltungsverband Gammertingen,72513,07574,2012.0,46.0,SIG,Stadt,6.0,383.0,
7521,20823,08437076,MENGEN,Mengen (Württemberg),48.05,9.33333,Verwaltungsverband Mengen,88512,07572,10175.0,50.0,SIG,Stadt,6.0,383.0,
7522,20876,08437078,MESSKIRCH,Meßkirch,47.9833,9.11667,Verwaltungsgemeinschaft Meßkirch,88605,07575,8659.0,76.0,SIG,Stadt,6.0,383.0,
7525,22437,08437088,PFULLENDORF,Pfullendorf (Baden),47.92485504146582,9.257183074951172,Verwaltungsgemeinschaft Pfullendorf,88630,07552,13214.0,91.0,SIG,Stadt,6.0,383.0,
7526,13985,08437100,BAD SAULGAU,Bad Saulgau,48.0167,9.5,Verwaltungsgemeinschaft Saulgau-Herbertingen,88348,07581,17690.0,97.0,SIG,Stadt,6.0,383.0,
7527,23638,08437101,SCHEER,Scheer,48.0667,9.28333,Verwaltungsverband Mengen,72516,07572,2636.0,19.0,SIG,Stadt,6.0,383.0,
7529,24277,08437104,SIGMARINGEN,Sigmaringen,48.0833,9.21667,Verwaltungsverband Sigmaringen,72488,07571,16651.0,93.0,SIG,Stadt,6.0,383.0,
7532,25376,08437114,VERINGENSTADT,Veringenstadt,48.1833,9.21667,Verwaltungsverband Gammertingen,72519,07577,2330.0,31.0,SIG,Stadt,6.0,383.0,
7538,209,09161,INGOLSTADT,Ingolstadt,48.7667,11.4333,,,,,133.0,IN,Stadt,5.0,166.0,
7539,18842,09161000,INGOLSTADT,"Ingolstadt, Donau",48.7667,11.4333,,"85049,85051,85053,85055,85057",0841,121018.0,133.0,IN,Stadt,6.0,209.0,
7542,215,09163,ROSENHEIM,Rosenheim,47.85,12.1333,,,,,37.0,RO,Stadt,5.0,166.0,
7543,23299,09163000,ROSENHEIM,"Rosenheim, Oberbayern",47.85,12.1333,,"83022,83024,83026",08031,60137.0,37.0,RO,Stadt,6.0,215.0,
7545,13624,09171111,ALTOETTING,Altötting,48.2333,12.6833,,84503,08671,12776.0,23.0,AÖ,Stadt,6.0,420.0,
7546,15188,09171112,BURGHAUSEN,"Burghausen, Salzach",48.1667,12.8333,,84489,08432,18268.0,20.0,AÖ,Stadt,6.0,420.0,
7558,21534,09171125,NEUOETTING,Neuötting,48.2333,12.7,,84524,08671,8612.0,37.0,AÖ,Stadt,6.0,420.0,
7564,25012,09171132,TOEGING,Töging am Inn,48.25,12.5833,,84513,08631,9357.0,14.0,AÖ,Stadt,6.0,420.0,
7572,13973,09172114,BAD REICHENHALL,Bad Reichenhall,47.7333,12.8833,,83435,08651,17184.0,39.0,BGL,Stadt,6.0,427.0,
7576,16643,09172118,FREILASSING,Freilassing,47.85,12.9833,,83395,08654,15890.0,15.0,BGL,Stadt,6.0,427.0,
7577,20014,09172122,LAUFEN,"Laufen, Salzach",47.95,12.9333,,83410,08682,6707.0,35.0,BGL,Stadt,6.0,427.0,
7587,14004,09173112,BAD TOELZ,Bad Tölz,47.7667,11.5667,,83646,08041,17710.0,31.0,TÖL,Stadt,6.0,423.0,
7594,16957,09173126,GERETSRIED,Geretsried,47.8667,11.4667,,82538,08171,23320.0,25.0,TÖL,Stadt,6.0,423.0,
7606,26392,09173147,WOLFRATSHAUSEN,Wolfratshausen,47.9167,11.4167,,82515,08171,17464.0,9.0,TÖL,Stadt,6.0,423.0,
7610,15365,09174115,DACHAU,Dachau,48.2667,11.4333,,85221,08131,40080.0,35.0,DAH,Stadt,6.0,431.0,
7630,15918,09175115,EBERSBERG,"Ebersberg, Oberbayern",48.0833,11.9667,,85560,08092,11132.0,41.0,EBE,Stadt,6.0,433.0,
7635,17286,09175122,GRAFING,Grafing bei München,48.05,11.9667,,85567,08092,12682.0,30.0,EBE,Stadt,6.0,433.0,
7650,14229,09176114,BEILNGRIES,Beilngries,49.0353,11.4733,,92339,08461,8710.0,100.0,EI,Stadt,6.0,435.0,
7656,16037,09176123,EICHSTAETT,"Eichstätt, Bayern",48.8975,11.1717,,85072,08421,12897.0,48.0,EI,Stadt,6.0,435.0,
7682,15751,09177115,DORFEN,"Dorfen, Stadt",48.2667,12.15,,84405,08081,13481.0,100.0,ED,Stadt,6.0,438.0,
7684,16257,09177117,ERDING,Erding,48.3,11.9127,,85435,08122,33055.0,55.0,ED,Stadt,6.0,438.0,
7712,16653,09178124,FREISING,"Freising, Oberbayern",48.4,11.7333,,"85354,85356",08161,42687.0,89.0,FS,Stadt,6.0,441.0,
7723,21092,09178143,MOOSBURG,Moosburg an der Isar,48.4667,11.9333,,85368,08761,17259.0,44.0,FS,Stadt,6.0,441.0,
7737,16761,09179121,FUERSTENFELDBRUCK,Fürstenfeldbruck,48.1833,11.25,,82256,08141,33576.0,33.0,FFB,Stadt,6.0,205.0,
7738,16966,09179123,GERMERING,"Germering, Oberbayern",48.1333,11.3667,,82110,089,36814.0,22.0,FFB,Stadt,6.0,205.0,
7751,22668,09179145,PUCHHEIM,"Puchheim, Oberbayern",48.15,11.35,,82178,089,19619.0,12.0,FFB,Stadt,6.0,205.0,
7793,19890,09181130,LANDSBERG,Landsberg am Lech,48.05,10.8667,,86899,08191,27140.0,58.0,LL,Stadt,6.0,218.0,
7818,20921,09182125,MIESBACH,Miesbach,47.7833,11.8333,,83714,08025,11277.0,32.0,MB,Stadt,6.0,220.0,
7822,24862,09182132,TEGERNSEE,Tegernsee,47.7167,11.7667,,83684,08022,4007.0,23.0,MB,Stadt,6.0,220.0,
7842,21143,09183128,MUEHLDORF,Mühldorf am Inn,48.25,12.5333,,84453,08631,17810.0,29.0,MÜ,Stadt,6.0,222.0,
7843,21515,09183129,NEUMARKT,Neumarkt-Sankt Veit,48.362238,12.507403,Verwaltungsgemeinschaft Neumarkt-Sankt Veit,84494,08639,6256.0,61.0,MÜ,Stadt,6.0,222.0,
7857,25584,09183148,WALDKRAIBURG,Waldkraiburg,48.2167,12.4,,84478,08638,24388.0,22.0,MÜ,Stadt,6.0,222.0,
7864,16830,09184119,GARCHING,Garching bei München,48.25,11.65,,85748,089,15318.0,28.0,M,Stadt,6.0,225.0,
7888,25263,09184149,UNTERSCHLEISSHEIM,Unterschleißheim,48.2833,11.5667,,85716,089,25977.0,15.0,M,Stadt,6.0,225.0,
7900,21378,09185149,NEUBURG,Neuburg an der Donau,48.7333,11.1833,,86633,08431,28184.0,81.0,ND,Stadt,6.0,229.0,
7904,23960,09185158,SCHROBENHAUSEN,Schrobenhausen,48.55,11.2667,,86529,08252,16199.0,75.0,ND,Stadt,6.0,229.0,
7911,16898,09186122,GEISENFELD,Geisenfeld,48.6833,11.6167,Verwaltungsgemeinschaft Geisenfeld,85290,08452,9704.0,88.0,PAF,Stadt,6.0,436.0,
7919,22409,09186143,PFAFFENHOFEN,Pfaffenhofen an der Ilm,48.5333,11.5167,,85276,08441,23609.0,92.0,PAF,Stadt,6.0,436.0,
7926,25448,09186158,VOHBURG,Vohburg an der Donau,48.7667,11.6167,,85088,08457,7130.0,45.0,PAF,Stadt,6.0,436.0,
7932,13861,09187117,BAD AIBLING,Bad Aibling,47.8667,12.0,,83043,08061,17866.0,42.0,RO,Stadt,6.0,439.0,
7953,19580,09187150,KOLBERMOOR,Kolbermoor,47.85,12.0667,,83059,08031,17930.0,20.0,RO,Stadt,6.0,439.0,
7973,25730,09187182,WASSERBURG,Wasserburg am Inn,48.0667,12.2333,,83512,08071,12439.0,19.0,RO,Stadt,6.0,439.0,
7986,24475,09188139,STARNBERG,Starnberg,48.0,11.35,,82319,08151,23115.0,62.0,STA,Stadt,6.0,442.0,
8017,25002,09189152,TITTMONING,Tittmoning,48.063158,12.766592999999999,,84529,08683,6160.0,72.0,TS,Stadt,6.0,445.0,
8018,25049,09189154,TRAUNREUT,Traunreut,47.9667,12.6,,83301,08669,21238.0,45.0,TS,Stadt,6.0,445.0,
8019,25050,09189155,TRAUNSTEIN,"Traunstein, Oberbayern",47.8833,12.65,,83278,0861,18496.0,48.0,TS,Stadt,6.0,445.0,
8020,25121,09189157,TROSTBERG,Trostberg,48.0333,12.55,,83308,08621,11664.0,52.0,TS,Stadt,6.0,445.0,
8046,22370,09190141,PENZBERG,Penzberg,47.75,11.3833,,82377,08856,16181.0,26.0,WM,Stadt,6.0,448.0,
8051,23935,09190148,SCHONGAU,Schongau,47.8167,10.9,,86956,08861,12471.0,21.0,WM,Stadt,6.0,448.0,
8057,25827,09190157,WEILHEIM,Weilheim in Oberbayern,47.8333,11.15,,82362,0881,21490.0,55.0,WM,Stadt,6.0,448.0,
8062,401,09261,LANDSHUT,Landshut,48.5361,12.1518,,,,,66.0,LA,Stadt,5.0,165.0,
8063,19894,09261000,LANDSHUT,"Landshut, Isar",48.5361,12.1518,,"84028,84030,84032,84034,84036",0871,61111.0,66.0,LA,Stadt,6.0,401.0,
8064,405,09262,PASSAU,Passau,48.5833,13.4833,,,,,70.0,PA,Stadt,5.0,165.0,
8065,22334,09262000,PASSAU,Passau,48.5712,13.449,,"94032,94034,94036",0851,50415.0,70.0,PA,Stadt,6.0,405.0,
8066,408,09263,STRAUBING,Straubing,48.8833,12.5667,,,,,68.0,SR,Stadt,5.0,165.0,
8067,24675,09263000,STRAUBING,Straubing,48.8833,12.5667,,94315,09421,44741.0,68.0,SR,Stadt,6.0,408.0,
8074,15477,09271119,DEGGENDORF,Deggendorf,48.8333,12.9667,,94469,0991,31296.0,77.0,DEG,Stadt,6.0,388.0,
8087,22217,09271141,OSTERHOFEN,"Osterhofen, Niederbayern",48.7,13.0167,,94486,09932,12130.0,111.0,DEG,Stadt,6.0,388.0,
8089,22485,09271146,PLATTLING,Plattling,48.7833,12.8667,,94447,09931,12666.0,36.0,DEG,Stadt,6.0,388.0,
8097,16679,09272118,FREYUNG,"Freyung, Niederbayern",48.8,13.55,,94078,08551,7206.0,49.0,FRG,Stadt,6.0,393.0,
8099,17277,09272120,GRAFENAU,Grafenau,48.8577,13.3974,,94481,08552,9015.0,64.0,FRG,Stadt,6.0,393.0,
8119,25583,09272151,WALDKIRCHEN,"Waldkirchen, Niederbayern",48.7333,13.6,,94065,08581,10587.0,80.0,FRG,Stadt,6.0,393.0,
8122,13359,09273111,ABENSBERG,"Abensberg, Hallertau",48.8167,11.85,,93326,09443,12613.0,60.0,KEH,Stadt,6.0,397.0,
8131,19179,09273137,KELHEIM,Kelheim,48.9167,11.8667,,93309,09441,15648.0,77.0,KEH,Stadt,6.0,397.0,
8134,20550,09273147,MAINBURG,Mainburg,48.65,11.7833,,84048,08751,13927.0,62.0,KEH,Stadt,6.0,397.0,
8135,21561,09273152,NEUSTADT,Neustadt an der Donau,48.8,11.7667,,93333,09445,12786.0,94.0,KEH,Stadt,6.0,397.0,
8138,23092,09273164,RIEDENBURG,"Riedenburg, Altmühltal",48.9667,11.6833,,93339,09442,5752.0,101.0,KEH,Stadt,6.0,397.0,
8171,23364,09274176,ROTTENBURG,Rottenburg an der Laaber,48.7,12.0333,,84056,08781,7658.0,90.0,LA,Stadt,6.0,411.0,
8175,25411,09274184,VILSBIBURG,Vilsbiburg,48.45,12.35,,84137,08741,11618.0,69.0,LA,Stadt,6.0,411.0,
8193,13919,09275124,BAD GRIESBACH,Bad Griesbach im Rottal,48.45,13.2,,94086,08532,8485.0,70.0,PA,Stadt,6.0,415.0,
8195,18004,09275126,HAUZENBERG,"Hauzenberg, Niederbayern",48.65,13.6333,,94051,08586,12408.0,83.0,PA,Stadt,6.0,415.0,
8206,22523,09275141,POCKING,Pocking,48.4,13.3167,,94060,08531,14560.0,69.0,PA,Stadt,6.0,415.0,
8217,25414,09275154,VILSHOFEN,Vilshofen an der Donau,48.6333,13.1833,,94474,08541,16468.0,86.0,PA,Stadt,6.0,415.0,
8239,22881,09276138,REGEN,Regen,48.9667,13.1333,,94209,09921,12298.0,65.0,REG,Stadt,6.0,419.0,
8243,25384,09276144,VIECHTACH,Viechtach,49.0792,12.8847,,94234,09942,8559.0,62.0,REG,Stadt,6.0,419.0,
8245,26693,09276148,ZWIESEL,Zwiesel,49.0167,13.2333,,94227,09922,10234.0,41.0,REG,Stadt,6.0,419.0,
8251,15981,09277116,EGGENFELDEN,Eggenfelden,48.4,12.7667,,84307,08721,12779.0,45.0,PAN,Stadt,6.0,412.0,
8264,22419,09277138,PFARRKIRCHEN,"Pfarrkirchen, Niederbayern",48.4333,12.9333,,84347,08561,11816.0,52.0,PAN,Stadt,6.0,412.0,
8270,24289,09277145,SIMBACH,Simbach am Inn,48.2667,13.0167,,84359,08571,9956.0,47.0,PAN,Stadt,6.0,412.0,
8283,14719,09278118,BOGEN,"Bogen, Niederbayern",48.9167,12.6833,,94327,09422,10081.0,50.0,SR,Stadt,6.0,416.0,
8286,16896,09278123,GEISELHOERING,Geiselhöring,48.8333,12.3833,,94333,09423,6755.0,100.0,SR,Stadt,6.0,416.0,
8317,15636,09279112,DINGOLFING,Dingolfing,48.6333,12.5,,84130,08731,18565.0,44.0,DGF,Stadt,6.0,390.0,
8321,19881,09279122,LANDAU,Landau an der Isar,48.6833,12.6833,,94405,09951,12939.0,84.0,DGF,Stadt,6.0,390.0,
8333,249,09361,AMBERG,Amberg,49.4414,11.8622,,,,,50.0,AM,Stadt,5.0,168.0,
8334,13650,09361000,AMBERG,"Amberg, Oberpfalz",49.4414,11.8622,,92224,09621,44657.0,50.0,AM,Stadt,6.0,249.0,
8335,456,09362,REGENSBURG,Regensburg,49.015,12.0956,,,0941,147270.0,81.0,R,Stadt,5.0,168.0,
8336,22882,09362000,REGENSBURG,Regensburg,49.015,12.0956,,"93047,93049,93051,93053,93055,93057,93059",0941,129323.0,81.0,R,Stadt,6.0,456.0,
8337,458,09363,WEIDEN,Weiden,49.6775,12.1567,,,,,69.0,WEN,Stadt,5.0,168.0,
8338,25790,09363000,WEIDEN,Weiden in der Oberpfalz,49.6775,12.1567,,92637,0961,42645.0,69.0,WEN,Stadt,6.0,458.0,
8341,13803,09371113,AUERBACH,Auerbach in der Oberpfalz,49.6925,11.6325,,91275,09643,9115.0,70.0,AS,Stadt,6.0,243.0,
8350,18376,09371127,HIRSCHAU,"Hirschau, Oberpfalz",49.545,11.9508,,92242,09622,6209.0,75.0,AS,Stadt,6.0,243.0,
8362,23816,09371150,SCHNAITTENBACH,Schnaittenbach,49.55,12.0167,,92253,09622,4311.0,63.0,AS,Stadt,6.0,243.0,
8363,24767,09371151,SULZBACH-ROSENBERG,Sulzbach-Rosenberg,49.4983,11.7517,,92237,09661,20647.0,53.0,AS,Stadt,6.0,243.0,
8365,25412,09371156,VILSECK,"Vilseck, Oberpfalz",49.61,11.8019,,92249,09662,6500.0,65.0,AS,Stadt,6.0,243.0,
8371,15289,09372116,CHAM,"Cham, Oberpfalz",49.2256,12.6636,,93413,09971,17333.0,81.0,CHA,Stadt,6.0,246.0,
8375,16776,09372126,FURTH,Furth im Wald,49.3097,12.84,,93437,09973,9395.0,67.0,CHA,Stadt,6.0,246.0,
8379,19572,09372137,BAD KOETZTING,Bad Kötzting,49.1769,12.8556,,93444,09941,7380.0,62.0,CHA,Stadt,6.0,246.0,
8389,23190,09372153,RODING,"Roding, Regen",49.1964,12.5186,,93426,09461,11490.0,114.0,CHA,Stadt,6.0,246.0,
8390,23239,09372154,ROETZ,"Rötz, Oberpfalz",49.35,12.5333,,92444,09976,3528.0,67.0,CHA,Stadt,6.0,246.0,
8402,25590,09372171,WALDMUENCHEN,Waldmünchen,49.3786,12.7042,,93449,09972,7319.0,101.0,CHA,Stadt,6.0,246.0,
8408,14292,09373112,BERCHING,Berching,49.1064,11.4404,,92334,08462,8695.0,131.0,NM,Stadt,6.0,461.0,
8413,15614,09373121,DIETFURT,Dietfurt an der Altmühl,49.0375,11.5839,,92345,08464,6139.0,79.0,NM,Stadt,6.0,461.0,
8414,16678,09373126,FREYSTADT,"Freystadt, Oberpfalz",49.2006,11.3294,,92342,09179,8589.0,81.0,NM,Stadt,6.0,461.0,
8419,21514,09373147,NEUMARKT,Neumarkt in der Oberpfalz,49.2803,11.4628,,92318,09181,39528.0,79.0,NM,Stadt,6.0,461.0,
8420,22324,09373151,PARSBERG,"Parsberg, Oberpfalz",49.1608,11.7206,,92331,09492,6599.0,57.0,NM,Stadt,6.0,461.0,
8426,25357,09373167,VELBURG,Velburg,49.2333,11.6833,,92355,09182,5289.0,176.0,NM,Stadt,6.0,461.0,
8429,16325,09374117,ESCHENBACH,Eschenbach in der Oberpfalz,49.75,11.8167,Verwaltungsgemeinschaft Eschenbach in der Oberpfalz,92676,09645,4015.0,35.0,NEW,Stadt,6.0,465.0,
8435,17284,09374124,GRAFENWOEHR,Grafenwöhr,49.7189,11.9067,,92655,09641,6907.0,216.0,NEW,Stadt,6.0,465.0,
8444,21563,09374139,NEUSTADT,Neustadt an der Waldnaab,49.7314,12.1733,,92660,09602,6106.0,10.0,NEW,Stadt,6.0,465.0,
8445,21556,09374140,NEUSTADT,Neustadt am Kulm,49.8167,11.8333,Verwaltungsgemeinschaft Eschenbach in der Oberpfalz,95514,09648,1318.0,20.0,NEW,Stadt,6.0,465.0,
8448,22502,09374147,PLEYSTEIN,Pleystein,49.6455,12.4097,Verwaltungsgemeinschaft Pleystein,92714,09654,2703.0,36.0,NEW,Stadt,6.0,465.0,
8450,22614,09374149,PRESSATH,Pressath,49.7667,11.9333,Verwaltungsgemeinschaft Pressath,92690,09644,4670.0,46.0,NEW,Stadt,6.0,465.0,
8459,25449,09374162,VOHENSTRAUSS,Vohenstrauß,49.6294,12.3342,,92648,09651,7725.0,74.0,NEW,Stadt,6.0,465.0,
8464,26232,09374168,WINDISCHESCHENBACH,Windischeschenbach,49.7997,12.1589,,92670,09681,5566.0,36.0,NEW,Stadt,6.0,465.0,
8480,18151,09375148,HEMAU,Hemau,49.0533,11.7822,,93155,09491,8592.0,122.0,R,Stadt,6.0,468.0,
8488,21577,09375174,NEUTRAUBLING,Neutraubling,48.9833,12.2,,93073,09401,13049.0,10.0,R,Stadt,6.0,468.0,
8505,26364,09375210,WOERTH,Wörth an der Donau,49.0167,12.4,Verwaltungsgemeinschaft Wörth an der Donau,93086,09482,4488.0,40.0,R,Stadt,6.0,468.0,
8512,15196,09376119,BURGLENGENFELD,Burglengenfeld,49.2056,12.0414,,93133,09471,12237.0,93.0,SAD,Stadt,6.0,471.0,
8517,20730,09376141,MAXHUETTE-HAIDHOF,Maxhütte-Haidhof,49.2025,12.0981,,93142,09471,10513.0,35.0,SAD,Stadt,6.0,471.0,
8518,21238,09376144,NABBURG,Nabburg,49.4536,12.1786,Verwaltungsgemeinschaft Nabburg,92507,09433,6107.0,62.0,SAD,Stadt,6.0,471.0,
8520,21518,09376147,NEUNBURG,Neunburg vorm Wald,49.3467,12.3844,,92431,09672,8267.0,110.0,SAD,Stadt,6.0,471.0,
8522,21752,09376149,NITTENAU,Nittenau,49.1992,12.2725,,93149,09436,8540.0,93.0,SAD,Stadt,6.0,471.0,
8524,22025,09376151,OBERVIECHTACH,Oberviechtach,49.4667,12.4167,,92526,09671,5048.0,62.0,SAD,Stadt,6.0,471.0,
8525,22433,09376153,PFREIMD,Pfreimd,49.5006,12.1983,Verwaltungsgemeinschaft Pfreimd,92536,09606,5607.0,52.0,SAD,Stadt,6.0,471.0,
8533,23911,09376160,SCHOENSEE,Schönsee,49.5167,12.55,Verwaltungsgemeinschaft Schönsee,92539,09674,2740.0,50.0,SAD,Stadt,6.0,471.0,
8534,24011,09376161,SCHWANDORF,"Schwandorf, Bayern",49.3264,12.1097,,92421,09431,28150.0,124.0,SAD,Stadt,6.0,471.0,
8541,24903,09376170,TEUBLITZ,Teublitz,49.2231,12.0883,,93158,09471,7408.0,38.0,SAD,Stadt,6.0,471.0,
8549,14030,09377112,BAERNAU,"Bärnau, Oberpfalz",49.8167,12.4333,,95671,09635,3438.0,74.0,TIR,Stadt,6.0,473.0,
8552,16251,09377116,ERBENDORF,Erbendorf,49.8403,12.0447,,92681,09682,5369.0,57.0,TIR,Stadt,6.0,473.0,
8558,19193,09377129,KEMNATH,"Kemnath, Stadt",49.8689,11.895,Verwaltungsgemeinschaft Kemnath,95478,09642,5288.0,54.0,TIR,Stadt,6.0,473.0,
